eps0,F,p_star,W_star,regime,n_local_maxima,n_thresholds,p_bar_low,p_bar_high
0.39152542372881355,0.6449152542372881,2.5795,-1.6561025286660191,AT_KINK,2,1,2.583693941489537,
0.39152542372881355,0.6779661016949153,2.6155,-1.6547816448407358,AT_KINK,2,1,2.616660884889066,
0.39152542372881355,0.7110169491525424,2.647,-1.6536985407905065,AT_KINK,2,1,2.6499301254724066,
0.39152542372881355,0.7440677966101695,2.683,-1.6525408933777792,AT_KINK,2,1,2.6835021726669623,
0.39152542372881355,0.7771186440677966,2.7145,-1.6515958225750365,AT_KINK,2,1,2.717377514345114,
0.39152542372881355,0.8101694915254237,2.7504999999999997,-1.650590689199264,AT_KINK,2,1,2.7515566171078967,
0.39152542372881355,0.8432203389830508,2.782,-1.6497746791817187,AT_KINK,2,1,2.7860399265741336,
0.39152542372881355,0.876271186440678,2.8179999999999996,-1.6489122475751703,AT_KINK,2,1,2.8208278676723544,
0.39152542372881355,0.9093220338983051,2.854,-1.6481221961379657,AT_KINK,2,1,2.855920844936917,
0.39152542372881355,0.9423728813559322,2.8899999999999997,-1.6474020803859113,AT_KINK,2,1,2.891319242807136,
0.39152542372881355,0.9754237288135593,2.926,-1.6467495630358,AT_KINK,2,1,2.92702342592871,
0.39152542372881355,1.0084745762711864,2.9619999999999997,-1.6461624081217487,AT_KINK,2,1,2.9630337394586412,
0.39152542372881355,1.0415254237288136,2.9979999999999998,-1.645638475499612,AT_KINK,2,1,2.9993505093714328,
0.39152542372881355,1.0745762711864406,3.034,-1.6451757157096254,AT_KINK,2,1,3.0359740427669912,
0.39152542372881355,1.1076271186440678,3.07,-1.6447721651700549,AT_KINK,2,1,3.072904628180528,
0.39152542372881355,1.140677966101695,3.106,-1.6444259416769929,AT_KINK,2,1,3.1101425358930803,
0.39152542372881355,1.173728813559322,3.1464999999999996,-1.6441027193668896,AT_KINK,2,1,3.147688018243213,
0.39152542372881355,1.2067796610169492,3.1824999999999997,-1.6438724135463052,AT_KINK,2,1,3.185541309938558,
0.39152542372881355,1.2398305084745762,3.223,-1.6436753059982814,AT_KINK,2,1,3.223702628368626,
0.39152542372881355,1.2728813559322034,3.259,-1.6435534448726483,AT_KINK,2,1,3.2621721739166087,
0.39152542372881355,1.3059322033898306,3.2994999999999997,-1.6434743986071587,AT_KINK,2,1,3.300950130271439,
0.39152542372881355,1.3389830508474576,3.3354999999999997,-1.6434541216571157,AT_KINK,2,1,3.3400366647392175,
0.39152542372881355,1.3720338983050848,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.379431928553514,
0.39152542372881355,1.4050847457627118,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.4191360571852405,
0.39152542372881355,1.438135593220339,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.4591491706507704,
0.39152542372881355,1.4711864406779662,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.4994713738189422,
0.39152542372881355,1.5042372881355932,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.54010275671629,
0.39152542372881355,1.5372881355932204,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.581043394830501,
0.39152542372881355,1.5703389830508474,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.622293349412726,
0.39152542372881355,1.6033898305084746,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.663852667772897,
0.39152542372881355,1.6364406779661016,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.705721383584595,
0.39152542372881355,1.6694915254237288,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.7478995171718177,
0.39152542372881355,1.702542372881356,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.790387075804811,
0.39152542372881355,1.735593220338983,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.8331840539885342,
0.39152542372881355,1.7686440677966102,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.8762904337490784,
0.39152542372881355,1.8016949152542372,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.9197061849170627,
0.39152542372881355,1.8347457627118644,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,3.963431265408114,
0.39152542372881355,1.8677966101694916,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,4.007465621500034,
0.39152542372881355,1.9008474576271186,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,4.051809188106808,
0.39152542372881355,1.9338983050847458,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,4.09646188904936,
0.39152542372881355,1.9669491525423728,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,4.1414236373227835,
0.39152542372881355,2.0,3.3354999999999997,-1.6434541216571157,INTERIOR_GENERIC,2,1,4.186694335360164,
0.43728813559322033,0.05,2.0395,-1.8290649455349206,AT_KINK,2,1,2.040341376119993,
0.43728813559322033,0.08305084745762711,2.0665,-1.8263343530069007,AT_KINK,2,1,2.067394788499953,
0.43728813559322033,0.11610169491525424,2.0934999999999997,-1.823711073631177,AT_KINK,2,1,2.094758451491226,
0.43728813559322033,0.14915254237288134,2.1205,-1.821191449226275,AT_KINK,2,1,2.1224341925661503,
0.43728813559322033,0.1822033898305085,2.1475,-1.8187719859976221,AT_KINK,2,1,2.1504238181123916,
0.43728813559322033,0.21525423728813559,2.1745,-1.8164493452743598,AT_KINK,2,1,2.178729113174995,
0.43728813559322033,0.24830508474576268,2.206,-1.81385771971156,AT_KINK,2,1,2.2073518412133457,
0.43728813559322033,0.28135593220338984,2.2329999999999997,-1.8117340943784745,AT_KINK,2,1,2.236293743873043,
0.43728813559322033,0.31440677966101693,2.2645,-1.8093665189480412,AT_KINK,2,1,2.2655565407726415,
0.43728813559322033,0.34745762711864403,2.2915,-1.8074282769473913,AT_KINK,2,1,2.2951419293052204,
0.43728813559322033,0.3805084745762712,2.323,-1.8052695744897371,AT_KINK,2,1,2.3250515844547426,
0.43728813559322033,0.4135593220338983,2.3545,-1.8032175289160355,AT_KINK,2,1,2.355287158627083,
0.43728813559322033,0.4466101694915254,2.3815,-1.8015406212705738,AT_KINK,2,1,2.385850281495622,
0.43728813559322033,0.47966101694915253,2.413,-1.7996766501786399,AT_KINK,2,1,2.4167425598612855,
0.43728813559322033,0.5127118644067796,2.4444999999999997,-1.797908884221056,AT_KINK,2,1,2.4479655775269045,
0.43728813559322033,0.5457627118644068,2.476,-1.7962339858156784,AT_KINK,2,1,2.479520895186082,
0.43728813559322033,0.5788135593220339,2.5075,-1.7946487682426682,AT_KINK,2,1,2.511410050324195,
0.43728813559322033,0.611864406779661,2.5435,-1.7929430051685236,AT_KINK,2,1,2.543634557136899,
0.43728813559322033,0.6449152542372881,2.575,-1.7915398813759822,AT_KINK,2,1,2.5761959064585795,
0.43728813559322033,0.6779661016949153,2.6064999999999996,-1.7902173134218762,AT_KINK,2,1,2.609095565705958,
0.43728813559322033,0.7110169491525424,2.638,-1.7889726549676956,AT_KINK,2,1,2.642334978834438,
0.43728813559322033,0.7440677966101695,2.674,-1.787642342333148,AT_KINK,2,1,2.675915566307534,
0.43728813559322033,0.7771186440677966,2.7055,-1.786556237780937,AT_KINK,2,1,2.7098387250789666,
0.43728813559322033,0.8101694915254237,2.7415,-1.785400925142177,AT_KINK,2,1,2.7441058285871502,
0.43728813559322033,0.8432203389830508,2.7775,-1.7843341351009765,AT_KINK,2,1,2.778718226760318,
0.43728813559322033,0.876271186440678,2.8135,-1.7833527211035678,AT_KINK,2,1,2.813677246037086,
0.43728813559322033,0.9093220338983051,2.8449999999999998,-1.7825616550940477,AT_KINK,2,1,2.848984189394883,
